0.836,0.89544,0.83582,0.83646,1.3368,0.48633
0.87001,0.90401,0.86766,0.87021,1.2842,0.49204
0.88225,0.91755,0.8746,0.88207,1.1627,0.51362
0.88724,0.9294,0.88113,0.88599,1.1009,0.53164
0.8896,0.93959,0.88465,0.88816,1.0631,0.55075
0.88929,0.94861,0.88736,0.88965,1.0373,0.56435
0.88953,0.95562,0.88938,0.88945,1.0162,0.57825
0.88895,0.962,0.89039,0.89175,0.99927,0.58582
0.88935,0.96695,0.8908,0.89009,0.99017,0.59691
0.88925,0.97173,0.8897,0.89021,0.97805,0.6055
0.8913,0.97463,0.89039,0.8899,0.96961,0.61009
0.89093,0.97823,0.89093,0.8899,0.96642,0.61817
0.89128,0.9804,0.89192,0.89089,0.95946,0.62317
0.89133,0.98247,0.88906,0.88766,0.95402,0.6292
0.8918,0.9845,0.89199,0.88766,0.9489,0.63362
0.89123,0.98581,0.8914,0.88766,0.94647,0.63773
0.89278,0.98704,0.89178,0.88766,0.94273,0.6427
0.8923,0.98811,0.89276,0.88766,0.93976,0.64534
0.89266,0.989,0.89231,0.88766,0.93731,0.64796
0.89188,0.98992,0.89139,0.88766,0.93414,0.65172
0.89242,0.99055,0.8904,0.88766,0.93251,0.65599
0.89196,0.99116,0.89101,0.88766,0.92913,0.65822
0.89215,0.99168,0.89155,0.88766,0.92778,0.66194
0.88995,0.99203,0.89263,0.88766,0.92566,0.6649
0.89235,0.99245,0.89195,0.88766,0.92579,0.66723
0.89247,0.99303,0.89171,0.88766,0.92532,0.67004
0.89238,0.99327,0.89216,0.88766,0.92359,0.67275
0.89212,0.99344,0.89157,0.88766,0.91999,0.67288
0.89088,0.9936,0.88946,0.88766,0.92068,0.67629
0.89211,0.99399,0.89156,0.88766,0.91868,0.67651
0.89184,0.99403,0.89104,0.88766,0.91679,0.6798
0.89163,0.99432,0.8917,0.88766,0.91657,0.68213
0.89103,0.9944,0.89094,0.88766,0.91442,0.68166
0.8923,0.9945,0.89123,0.88766,0.91356,0.68301
0.89075,0.9946,0.89129,0.88766,0.91386,0.6852
0.89125,0.99487,0.89187,0.88766,0.91248,0.68625
0.89161,0.99501,0.89194,0.88766,0.91383,0.68968
0.89367,0.99525,0.89201,0.88766,0.91134,0.68857
0.89252,0.99541,0.89262,0.88766,0.91266,0.69293
0.8912,0.99542,0.89169,0.88766,0.9109,0.69249
0.89164,0.99565,0.89191,0.88766,0.91106,0.69464
0.89206,0.99553,0.89161,0.88766,0.91019,0.69513
0.89026,0.99562,0.89186,0.88766,0.90843,0.69628
0.89146,0.99577,0.89117,0.88766,0.90948,0.69699
0.89165,0.99581,0.89197,0.88766,0.90874,0.69949
0.89077,0.99595,0.89125,0.88766,0.9086,0.70084
0.89123,0.99605,0.89102,0.88766,0.90807,0.70026
0.89115,0.99615,0.89166,0.88766,0.90682,0.70077
0.89075,0.9962,0.89069,0.88766,0.90585,0.70284
